Shortest path
Vertex		Distance from Source
95.83.197.39		370
95.86.69.181		678
95.96.56.142		378
95.117.57.44		216
95.120.26.97		432
95.128.28.67		377
95.133.77.15		390
95.138.82.16		438
95.138.217.116		286
95.141.59.130		205
95.142.40.16		344
95.150.131.162		372
95.152.132.175		348
95.156.212.178		357
95.157.100.153		271
95.160.173.8		368
95.163.233.87		385
95.170.70.207		234
95.176.25.111		277
95.182.10.122		366
95.185.114.186		336
95.191.12.133		262
95.194.221.184		411
95.197.166.143		476
95.198.245.69		413
95.204.134.124		435
95.206.237.229		279
95.218.196.82		454
95.228.214.67		363
95.233.85.182		415
95.242.58.231		176
95.246.132.190		343
96.3.198.202		332
96.18.85.164		321
96.25.73.186		423
96.29.143.229		374
96.35.31.6		240
96.38.209.92		313
96.78.111.150		222
96.86.167.192		379
96.102.211.213		335
96.115.167.186		334
96.117.43.146		349
96.144.75.115		238
96.155.152.218		425
96.167.47.54		544
96.168.240.209		395
96.179.44.222		474
96.185.189.162		414
96.187.86.34		441
96.187.212.50		293
96.194.138.205		313
96.204.37.26		308
96.211.133.8		575
96.233.96.250		282
96.253.36.228		352
97.3.200.240		124
97.7.243.60		285
97.12.126.85		404
97.13.119.179		287
97.17.240.90		371
97.22.226.134		279
97.23.235.114		374
97.32.111.216		381
97.34.249.223		421
97.39.208.233		320
97.51.206.6		104
97.52.217.225		309
97.59.168.217		337
97.64.76.201		422
97.67.236.238		361
97.70.11.64		481
97.71.99.212		350
97.74.101.37		348
97.76.20.39		433
97.83.120.161		327
97.89.52.214		485
97.90.124.245		345
97.93.100.143		250
97.93.253.156		257
97.105.139.113		363
97.118.189.23		315
97.118.191.229		179
97.134.28.24		282
97.144.220.112		385
97.148.89.57		364
97.150.80.166		295
97.152.97.254		468
97.158.127.56		305
97.162.245.42		295
97.163.133.212		394
97.164.67.173		300
97.184.242.200		323
97.187.73.10		251
97.195.78.13		362
97.198.244.16		286
97.199.25.204		454
97.199.65.230		407
97.203.191.186		282
97.204.254.95		314
97.210.2.153		376
97.211.87.171		227
97.214.83.4		510
97.221.61.252		410
97.221.193.65		377
97.227.156.40		393
97.243.234.130		634
97.252.221.88		224
98.1.75.184		418
98.21.109.109		361
98.22.202.18		346
98.23.181.186		338
98.39.221.203		500
98.42.224.218		370
98.53.97.111		344
98.53.222.253		378
98.55.179.237		307
98.55.250.198		357
98.57.129.141		408
98.62.61.235		406
98.62.177.184		309
98.63.99.1		369
98.74.218.45		339
98.91.207.85		396
98.94.246.239		417
98.113.222.36		291
98.116.125.136		314
98.123.19.13		231
98.129.161.71		356
98.135.176.204		341
98.142.196.106		507
98.143.13.32		381
98.143.199.24		484
98.146.43.150		563
98.150.25.134		301
98.151.101.127		282
98.153.89.156		437
98.156.233.244		409
98.160.103.172		414
98.162.185.164		335
98.162.246.230		522
98.171.44.55		404
98.175.81.141		462
98.175.177.131		394
98.183.59.129		344
98.188.51.164		337
98.200.148.5		392
98.204.203.247		322
98.219.49.86		360
98.219.115.201		392
98.225.47.159		377
98.227.133.177		641
98.233.126.136		245
98.233.201.31		339
98.248.128.209		261
98.250.7.68		387
99.1.78.142		310
99.1.104.26		523
99.12.148.93		307
99.12.203.28		356
99.19.71.58		418
99.21.219.111		344
99.22.98.166		434
99.22.158.143		458
99.24.195.169		274
99.27.239.194		257
99.34.209.113		394
99.35.234.121		288
99.45.83.180		316
99.45.241.149		323
99.50.84.249		174
99.51.216.152		240
99.70.168.152		251
99.77.209.157		352
99.85.94.235		357
99.89.70.105		330
99.91.86.96		347
99.98.247.225		367
99.108.156.247		326
99.109.232.208		363
99.125.234.225		366
99.126.216.77		363
99.140.40.114		238
99.150.89.112		331
99.152.227.194		376
99.155.166.227		715
99.156.168.113		342
99.160.179.124		283
99.163.52.198		294
99.171.98.21		348
99.177.1.55		232
99.181.239.147		323
99.196.228.23		348
99.203.21.3		197
99.205.3.118		349
99.205.207.227		329
99.208.143.223		313
99.211.37.192		291
99.217.116.223		341
99.219.228.157		385
99.224.49.75		355
99.226.16.91		292
99.237.13.209		292
99.240.64.104		360
99.242.13.212		401
99.248.18.251		210
99.251.197.211		370
99.253.64.142		373
100.2.192.78		457
100.4.211.59		293
100.7.64.129		377
100.8.106.95		311
100.10.114.7		347
100.10.122.43		364
100.39.91.28		184
100.39.189.42		419
100.40.235.186		377
100.42.212.254		285
100.45.148.95		296
100.51.69.189		439
100.51.221.226		372
100.62.31.77		431
100.62.254.40		383
100.64.92.174		239
100.65.38.84		425
100.67.132.253		368
100.84.34.158		343
100.89.118.219		462
100.93.246.228		360
100.94.98.101		369
100.100.136.140		306
100.114.66.254		350
100.118.107.141		471
100.128.171.54		225
100.129.21.176		270
100.133.226.65		438
100.136.215.134		315
100.144.53.200		470
100.159.145.144		51
100.168.187.123		352
100.169.229.160		397
100.173.234.219		364
100.174.87.42		319
100.186.80.69		358
100.188.112.186		398
100.192.104.45		388
100.199.45.227		404
100.206.40.145		479
100.206.187.20		559
100.208.51.85		471
100.209.200.245		354
100.221.5.153		307
100.223.47.41		429
100.229.11.30		364
100.229.122.3		343
100.230.111.221		392
100.232.100.111		321
100.232.168.211		428
100.234.143.83		349
100.234.181.112		426
100.244.29.230		424
100.244.208.234		309
100.250.7.224		256
101.8.24.254		285
101.8.131.159		276
101.14.46.234		382
101.14.136.161		407
101.21.186.112		392
101.22.37.155		311
101.31.42.245		345
101.32.229.224		380
101.40.6.226		183
101.49.132.113		356
101.50.71.104		336
101.51.241.33		419
101.57.79.40		387
101.58.68.27		356
101.61.247.207		217
101.62.116.186		409
101.64.172.57		422
101.69.147.83		439
101.71.176.203		235
101.75.180.238		323
101.78.42.68		397
101.78.58.221		233
101.79.122.64		381
101.85.8.25		296
101.86.226.162		291
101.92.234.184		591
101.96.253.108		471
101.99.171.131		420
101.106.163.12		372
101.107.86.40		311
101.110.167.227		363
101.113.245.97		379
101.122.122.187		295
101.126.69.217		443
101.127.75.44		331
101.128.50.162		314
101.155.55.241		339
101.162.147.128		385
101.163.230.117		325
101.165.219.19		430
101.166.178.172		436
101.169.63.235		262
101.175.118.185		213
101.177.6.108		637
101.180.169.162		301
101.187.123.183		336
101.191.47.138		303
101.196.195.217		472
101.198.229.101		316
101.200.127.191		486
101.203.31.11		333
101.203.161.214		337
101.204.237.227		364
101.220.111.228		310
101.229.14.118		465
101.232.121.119		437
101.236.210.218		306
101.254.49.10		217
101.254.127.142		789
102.2.154.131		268
102.4.127.105		377
102.4.144.140		441
102.5.150.119		352
102.11.150.196		511
102.11.214.38		383
102.18.230.175		428
102.19.211.219		356
102.21.162.97		349
102.23.236.177		349
102.26.9.56		319
102.28.242.205		302
102.30.27.245		354
102.44.101.172		408
102.52.229.127		359
102.53.67.110		452
102.54.142.94		463
102.56.215.55		285
102.61.198.98		332
102.66.89.6		369
102.66.119.61		413
102.68.79.133		319
102.68.244.110		247
102.74.66.173		385
102.82.101.104		197
102.88.145.72		319
102.94.54.87		354
102.102.1.120		491
102.106.105.37		390
102.112.7.92		295
102.114.4.250		316
102.126.59.162		316
102.129.6.235		258
102.132.26.38		328
102.142.112.96		332
102.164.163.222		254
102.166.91.146		502
102.171.153.45		332
102.172.127.226		673
102.175.234.232		156
102.179.14.128		454
102.185.102.3		236
102.188.250.211		358
102.199.189.9		269
102.201.195.155		237
102.202.136.186		293
102.210.132.244		148
102.213.173.86		322
102.222.172.77		352
102.226.231.228		434
102.229.147.19		267
102.237.31.193		379
102.237.223.221		291
102.244.123.229		295
102.245.162.252		208
102.249.152.60		292
103.9.65.236		367
103.19.78.70		213
103.28.196.139		240
103.31.51.179		429
103.36.137.116		391
103.50.39.137		407
103.53.5.39		438
103.53.229.59		462
103.59.59.140		416
103.66.224.88		387
103.67.65.32		382
103.68.154.131		315
103.91.135.32		345
103.97.47.37		416
103.98.107.48		417
103.98.147.232		348
103.102.193.225		469
103.110.155.87		487
103.115.225.211		504
103.121.209.252		342
103.122.187.45		429
103.123.166.86		250
103.126.150.14		343
103.129.225.215		421
103.148.160.58		471
103.149.221.251		308
103.154.231.39		386
103.155.17.223		480
103.158.72.99		446
103.162.156.179		345
103.164.40.5		309
103.166.79.166		281
103.170.158.218		284
103.177.40.157		454
103.182.164.82		385
103.183.90.176		237
103.185.34.27		357
103.192.228.183		343
103.193.56.246		423
103.199.63.9		499
103.199.208.58		346
103.200.183.194		310
103.203.59.176		320
103.204.15.48		428
103.206.85.240		495
103.206.175.90		336
103.206.183.99		296
103.216.33.108		385
103.216.172.55		361
103.221.138.161		351
103.226.169.9		419
103.229.67.173		477
103.229.73.192		299
103.234.227.98		371
103.238.94.60		429
103.241.111.236		371
103.245.206.3		470
104.4.3.110		378
104.5.28.206		461
104.12.238.151		414
104.21.146.33		275
104.24.249.31		314
104.26.134.45		552
104.26.179.47		465
104.29.3.9		375
104.37.41.17		345
104.53.225.44		293
104.55.218.53		327
104.63.144.139		634
104.63.175.185		424
104.67.210.198		410
104.72.53.110		360
104.73.91.194		353
104.78.145.144		159
104.79.160.225		284
104.79.201.177		296
104.86.49.219		223
104.86.76.45		285
104.93.135.155		608
104.95.170.103		298
104.96.102.37		414
104.108.87.114		292
104.108.169.156		347
104.110.17.143		396
104.122.52.2		420
104.122.58.100		280
104.123.32.66		256
104.130.116.171		339
104.132.8.22		216
104.132.193.205		448
104.134.85.104		274
104.137.149.114		67
104.142.54.134		323
104.142.98.156		431
104.149.127.112		401
104.165.89.52		209
104.179.194.190		435
104.181.168.175		293
104.189.33.42		314
104.193.67.150		405
104.201.214.211		280
104.207.74.158		310
104.207.97.8		381
104.235.169.33		438
104.245.167.84		536
105.6.108.79		386
105.11.143.208		328
105.20.137.140		284
105.26.62.43		514
105.29.199.160		427
105.31.199.168		241
105.34.47.177		411
105.43.85.215		365
105.50.17.172		425
105.54.209.184		541
105.80.117.249		455
105.84.54.252		268
105.84.186.220		317
105.89.180.164		454
105.106.83.48		148
105.116.72.19		359
105.119.114.160		297
105.124.65.219		319
105.124.148.227		462
105.127.216.119		406
105.128.145.172		341
105.136.153.133		118
105.139.173.252		252
105.145.174.215		414
105.153.189.50		321
105.157.215.28		470
105.160.139.214		342
105.163.230.98		394
105.172.185.227		396
105.173.22.213		201
105.176.229.229		330
105.186.102.57		281
105.195.122.133		287
105.195.245.206		431
105.197.199.90		402
105.214.205.82		312
105.216.123.49		411
105.231.254.76		474
105.236.51.76		355
105.242.135.35		271
105.243.135.117		221
105.244.146.61		261
106.5.84.134		322
106.8.62.135		427
106.18.83.11		288
106.22.166.218		373
106.34.211.113		377
106.39.208.28		285
106.46.155.68		334
106.51.234.183		308
106.60.195.106		294
106.69.133.84		340
106.78.111.159		201
106.79.122.164		400
106.84.8.149		486
106.94.9.191		367
106.94.135.112		324
106.101.244.38		639
106.107.102.208		377
106.109.71.186		309
106.111.155.48		419
106.134.104.172		373
106.137.69.66		272
106.140.30.8		464
106.142.57.7		433
106.150.60.28		338
106.150.224.122		376
106.151.104.198		367
106.156.250.161		254
106.158.38.164		399
106.168.133.181		316
106.168.151.14		161
106.170.118.181		243
106.172.108.74		370
106.175.217.69		349
106.178.248.199		513
106.184.182.190		220
106.208.116.62		371
106.212.115.141		247
106.221.243.193		313
106.224.254.91		394
106.229.188.13		465
106.231.81.151		399
106.237.32.30		360
106.245.228.128		313
106.248.60.172		556
106.250.70.90		369
106.253.160.90		314
106.254.82.218		359
107.5.11.38		396
107.6.201.28		264
107.6.239.17		350
107.11.187.49		389
107.14.147.24		340
107.24.82.76		264
107.26.81.134		391
107.28.167.187		474
107.30.165.28		293
107.31.48.55		405
107.48.105.11		346
107.61.231.70		442
107.64.34.98		297
107.64.176.145		415
107.65.193.113		420
107.67.191.53		370
107.68.110.45		312
107.70.31.98		414
107.78.136.190		355
107.80.254.196		314
107.82.230.45		357
107.89.212.186		262
107.92.89.136		400
107.103.169.213		300
107.114.122.136		296
107.117.45.23		281
107.119.156.15		535
107.124.52.248		347
107.125.110.211		463
107.128.231.49		255
107.132.87.131		323
107.132.237.248		251
107.133.224.239		457
107.139.94.178		343
107.141.227.42		303
107.155.233.239		365
107.161.243.69		464
107.165.201.245		323
107.181.54.81		354
107.184.37.144		355
107.197.139.88		378
107.201.118.228		370
107.218.179.204		404
107.220.186.197		330
107.222.156.224		390
107.224.18.250		346
107.229.238.159		313
107.233.199.63		439
107.248.43.169		405
107.248.57.246		434
107.248.96.67		339
107.251.34.72		270
107.251.86.249		282
108.10.132.25		416
108.16.171.108		329
108.22.225.28		445
108.25.144.108		366
108.26.93.97		584
108.30.93.37		274
108.32.168.184		256
108.40.158.173		212
108.40.166.216		331
108.42.84.118		421
108.48.252.19		103
108.51.109.203		353
108.55.89.80		318
108.66.248.8		373
108.77.63.58		292
108.78.211.136		317
108.79.247.176		368
108.81.8.112		382
108.83.80.83		341
108.87.241.25		265
108.90.72.106		250
108.103.114.170		375
108.105.21.112		323
108.105.66.246		396
108.109.123.162		194
108.119.79.89		334
108.127.19.81		379
108.139.88.49		264
108.142.62.154		121
108.142.125.15		412
108.143.182.122		304
108.146.215.196		258
108.154.93.157		241
108.155.140.217		333
108.165.191.63		359
108.175.16.122		233
108.180.2.75		310
108.187.37.142		430
108.188.20.207		278
108.189.205.201		397
108.190.176.206		369
108.192.254.65		290
108.196.41.252		464
108.198.81.60		274
108.220.144.40		273
108.221.24.82		359
108.222.102.181		357
108.231.74.200		400
108.232.42.24		338
108.232.57.172		336
108.238.136.124		380
109.1.228.107		363
109.16.137.216		232
109.17.117.139		327
109.18.109.246		273
109.19.84.213		258
109.23.248.128		471
109.24.114.163		402
109.27.35.222		274
109.27.59.217		338
109.40.56.151		262
109.40.214.144		253
109.51.37.168		388
109.60.32.85		464
109.63.136.97		315
109.70.230.70		325
109.87.152.218		384
109.98.135.88		330
109.100.75.250		425
109.105.132.179		366
109.113.40.246		351
109.117.241.11		262
109.129.118.212		483
109.136.250.121		412
109.142.170.7		253
109.144.210.214		366
109.149.70.46		293
109.150.184.46		369
109.150.241.93		289
109.153.43.14		313
109.157.3.41		414
109.159.186.215		394
109.163.30.192		388
109.163.140.6		432
109.164.159.74		312
109.174.131.108		352
109.174.180.19		342
109.174.228.157		436
109.175.241.223		427
109.186.149.21		281
109.187.55.49		355
109.192.232.79		372
109.198.21.139		463
109.208.130.111		164
109.210.107.225		347
109.211.143.156		420
109.212.28.98		725
109.225.68.130		367
109.226.142.171		309
110.1.14.169		376
110.15.37.135		398
110.24.49.237		340
110.24.62.217		353
110.24.230.8		231
110.28.128.248		242
110.29.151.139		415
110.30.157.120		401
110.37.54.135		303
110.37.73.214		340
110.38.83.250		368
110.59.177.100		434
110.59.178.154		327
110.62.184.92		353
110.62.184.144		366
110.63.251.218		499
110.70.243.90		306
110.75.4.106		337
110.75.14.52		504
110.77.220.191		312
110.78.155.81		491
110.83.38.239		341
110.89.107.134		565
110.96.32.13		321
110.96.205.144		508
110.99.150.253		345
110.105.173.11		449
110.114.102.128		297
110.120.226.168		312
110.122.89.71		339
110.128.63.69		193
110.132.69.39		358
110.134.148.135		325
110.136.159.250		267
110.137.5.180		760
110.142.74.90		496
110.142.206.30		576
110.144.88.141		308
110.148.62.177		309
110.168.183.251		198
110.171.218.54		372
110.176.116.145		535
110.199.136.210		438
110.202.13.53		417
110.211.18.177		346
110.223.236.249		179
110.229.238.133		420
110.232.58.216		145
110.234.213.15		221
110.247.35.45		352
110.251.155.105		469
110.252.85.170		394
110.253.67.54		273
110.254.13.148		332
110.254.51.55		328
111.13.85.150		378
111.31.129.106		343
111.36.20.230		442
111.40.211.241		349
111.46.16.26		496
111.46.39.34		371
111.47.116.180		418
111.48.171.235		232
111.54.73.196		476
111.56.30.81		372
111.72.101.254		442
111.82.43.249		321
111.84.51.87		308
111.86.17.152		387
111.89.38.165		308
111.95.174.182		404
111.100.49.3		428
111.113.118.45		406
111.113.237.193		218
111.116.104.22		360
111.124.56.189		333
111.126.52.247		340
111.147.36.249		292
111.148.163.35		421
111.155.111.5		308
111.156.10.221		425
111.157.95.153		411
111.166.55.10		392
111.184.85.144		321
111.185.48.208		522
111.188.42.59		278
111.189.155.249		702
111.199.111.231		337
111.217.124.210		397
111.222.51.112		321
111.223.167.34		413
111.226.216.24		388
111.228.65.59		380
111.236.188.77		486
111.239.76.52		298
111.242.215.110		474
111.244.84.9		362
111.246.68.23		378
111.250.225.20		569
112.3.24.37		236
112.17.59.121		554
112.32.90.108		406
112.34.207.99		513
112.40.30.138		530
112.40.186.227		302
112.46.167.115		385
112.53.117.83		337
112.56.140.249		476
112.58.13.78		394
112.58.227.29		359
112.59.138.97		359
112.69.248.123		412
112.71.7.46		310
112.79.135.126		388
112.85.22.43		566
112.88.212.236		456
112.90.2.106		339
112.94.82.109		246
112.94.206.42		402
112.115.155.182		287
112.115.248.225		362
112.116.150.59		368
112.121.42.11		389
112.121.159.236		396
112.130.144.159		306
112.136.153.7		304
112.149.222.4		323
112.151.40.251		304
112.151.224.59		363
112.155.54.253		228
112.157.88.229		317
112.159.91.199		260
112.159.213.151		226
112.164.140.186		313
112.165.149.228		317
112.168.80.223		256
112.170.206.252		414
112.182.93.66		256
112.183.8.182		465
112.193.140.71		413
112.197.19.243		231
112.197.47.196		258
112.198.32.135		306
112.198.112.127		392
112.199.76.191		373
112.201.193.152		230
112.207.173.69		216
112.212.27.47		396
112.212.47.89		245
112.213.68.189		356
112.218.82.216		623
112.227.23.90		333
112.233.159.184		385
112.234.192.227		422
112.238.250.234		299
112.244.182.243		333
112.245.52.49		330
112.251.231.242		299
113.3.79.34		301
113.16.28.91		152
113.18.38.102		414
113.21.62.98		352
113.23.251.75		381
113.28.184.119		294
113.31.87.48		314
113.38.61.3		337
113.56.115.254		556
113.59.102.100		404
113.59.147.100		514
113.61.245.1		252
113.74.213.109		422
113.88.160.187		313
113.93.199.48		307
113.98.72.52		462
113.103.2.73		404
113.103.81.245		396
113.104.91.62		415
113.106.207.76		344
113.110.60.15		448
113.112.143.65		280
113.119.190.28		322
113.121.201.43		391
113.125.101.139		301
113.135.178.157		337
113.137.182.175		336
113.140.141.140		181
113.146.77.82		409
113.153.85.13		339
113.162.169.232		734
113.167.217.236		319
113.170.239.230		422
113.172.76.179		416
113.173.62.76		339
113.181.224.11		343
113.181.232.237		319
113.186.234.244		224
113.192.11.28		348
113.196.26.7		248
113.201.131.39		308
113.208.12.156		502
113.208.150.203		243
113.209.31.155		369
113.211.137.249		524
113.211.160.83		296
113.211.204.177		382
113.214.129.197		312
113.222.197.91		326
113.233.45.15		334
113.239.93.160		387
113.240.207.238		359
113.243.20.147		388
113.244.97.39		499
113.244.222.233		318
113.247.6.157		416
113.248.71.221		410
114.4.249.91		439
114.10.46.83		404
114.16.69.100		202
114.16.227.254		324
114.21.254.30		90
114.23.63.46		366
114.23.99.91		339
114.26.193.33		424
114.30.217.78		545
114.40.228.22		375
114.40.245.86		374
114.41.38.147		468
114.49.238.243		345
114.51.19.163		109
114.70.233.6		535
114.73.213.141		342
114.78.237.204		448
114.84.99.81		417
114.89.145.217		291
114.92.145.47		311
114.105.210.160		449
114.107.179.197		313
114.109.13.19		627
114.109.39.198		341
114.110.181.163		230
114.118.194.182		347
114.121.147.167		347
114.129.11.166		363
